sex,race,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,r_charge_desc,r_charge_degree
Male,African-American,F,Poss Pyrrolidinovalerophenone,9,High,1,Driving License Suspended,(M2)
Female,African-American,M,Petit Theft,3,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,1,Trespass Struct/Conveyance,(M2)
Male,Caucasian,F,Grand Theft Dwell Property,6,Medium,1,Reckless Driving,(M2)
Male,African-American,F,Driving While License Revoked,3,Low,1,Driving While License Revoked,(F3)
Male,Caucasian,F,arrest case no charge,6,Medium,1,Battery,(M1)
Male,African-American,M,Viol Injunct Domestic Violence,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Driving While License Revoked,10,High,1,Driving License Suspended,(M2)
Male,African-American,M,Resist/Obstruct W/O Violence,6,Medium,0,,
Male,Caucasian,F,Pos Cannabis W/Intent Sel/Del,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Viol Injunct Domestic Violence,1,Low,1,Viol Prot Injunc Repeat Viol,(M1)
Male,Hispanic,F,Grand Theft in the 3rd Degree,7,Medium,0,,
Male,Caucasian,M,Petit Theft,8,High,1,Battery,(M1)
Female,African-American,F,Possession of Cocaine,2,Low,0,,
Female,Caucasian,M,Battery,5,Medium,0,,
Male,African-American,F,Possession of Cocaine,4,Low,1,Driving License Suspended,(M2)
Male,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,9,High,1,Burglary Conveyance Unoccup,(F3)
Male,African-American,F,arrest case no charge,5,Medium,0,,
Male,African-American,M,Prowling/Loitering,5,Medium,1,Prowling/Loitering,(M2)
Male,African-American,M,Viol Prot Injunc Repeat Viol,5,Medium,1,,(M1)
Male,Other,M,Battery,1,Low,0,,
Male,Caucasian,M,arrest case no charge,7,Medium,0,,
Male,African-American,F,Burglary Dwelling Assault/Batt,3,Low,0,,
Male,African-American,F,Possession of Cocaine,10,High,1,Use Lost Or Stolen Credit Card,(M1)
Female,African-American,F,Agg Battery Grt/Bod/Harm,2,Low,0,,
Male,African-American,M,Battery,1,Low,0,,
Female,Caucasian,F,Resist Officer w/Violence,3,Low,1,Petit Theft $100- $300,(M1)
Male,Hispanic,F,Burglary Structure Unoccup,1,Low,1,Battery,(M1)
Male,African-American,F,arrest case no charge,6,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Possession of Cocaine,3,Low,0,,
Male,African-American,F,Possession of Cocaine,7,Medium,0,,
Female,Hispanic,F,Aggrav Battery w/Deadly Weapon,4,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,African-American,F,Possession of Cocaine,9,High,1,Sex Offender Fail Comply W/Law,(F3)
Male,African-American,M,Resist/Obstruct W/O Violence,7,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Possession of Cocaine,10,High,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,5,Medium,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Burglary Dwelling Occupied,6,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Petit Theft,10,High,1,Dealing in Stolen Property,(F2)
Male,African-American,M,Viol Pretrial Release Dom Viol,6,Medium,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,Possession of Cocaine,1,Low,0,,
Male,Caucasian,F,Poss/Sell/Del/Man Amobarbital,7,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Grand Theft in the 3rd Degree,7,Medium,1,Petit Theft,(M2)
Male,Caucasian,F,Poss Contr Subst W/o Prescript,6,Medium,0,,
Male,African-American,F,arrest case no charge,7,Medium,0,,
Male,African-American,F,Carrying Concealed Firearm,6,Medium,1,Petit Theft,(M2)
Male,African-American,F,arrest case no charge,2,Low,0,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Battery,1,Low,1,Felony Battery (Dom Strang),(F3)
Male,African-American,F,Burglary Unoccupied Dwelling,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Hispanic,F,Kidnapping / Domestic Violence,3,Low,1,Driving License Suspended,(M2)
Female,Hispanic,M,Battery,2,Low,0,,
Female,Caucasian,F,Possession of Cocaine,7,Medium,1,Prostitution/Lewd Act Assignation,(M2)
Male,African-American,F,Felony/Driving Under Influence,1,Low,0,,
Male,African-American,M,Tresspass Struct/Conveyance,8,High,1,Burglary Unoccupied Dwelling,(F2)
Male,African-American,F,Possession of Cocaine,1,Low,1,Trespass Other Struct/Conve,(M1)
Male,African-American,M,Battery,6,Medium,1,Robbery Sudd Snatch No Weapon,(F3)
Male,African-American,F,arrest case no charge,2,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Male,Caucasian,F,Aggravated Battery / Pregnant,1,Low,0,,
Female,Caucasian,M,Battery,2,Low,0,,
Male,Caucasian,F,Cruelty to Animals,3,Low,0,,
Male,African-American,F,Driving While License Revoked,4,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Dealing in Stolen Property,1,Low,0,,
Female,African-American,M,Exposes Culpable Negligence,3,Low,0,,
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Hispanic,F,Uttering a Forged Instrument,6,Medium,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,2,Low,1,Possession of Cocaine,(F3)
Male,Other,F,Grand Theft in the 3rd Degree,10,High,0,,
Male,African-American,F,Felony Battery w/Prior Convict,4,Low,0,Possession Of Clonazepam,(F3)
Male,Hispanic,F,Agg Fleeing and Eluding,6,Medium,0,,
Male,African-American,M,,8,High,0,,
Male,African-American,M,Operating W/O Valid License,9,High,1,Resist/Obstruct W/O Violence,(M1)
Female,African-American,F,Aggrav Battery w/Deadly Weapon,9,High,0,,
Male,Hispanic,M,Possess Cannabis/20 Grams Or Less,1,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,2,Low,0,,
Male,Other,M,arrest case no charge,8,High,1,Operating W/O Valid License,(M2)
Male,African-American,M,Driving License Suspended,2,Low,0,,
Female,Caucasian,M,Trespass Private Property,10,High,1,Felony Committing Prostitution,(F3)
Male,African-American,M,Battery,1,Low,0,,
Female,Other,F,Possession Of Methamphetamine,4,Low,1,Aggravated Battery,(F2)
Female,Caucasian,F,False Ownership Info/Pawn Item,5,Medium,0,,
Female,Caucasian,F,Grand Theft in the 3rd Degree,7,Medium,1,Possession of Hydromorphone,(F3)
Female,Hispanic,F,Burglary Conveyance Unoccup,3,Low,0,,
Male,Hispanic,M,Assault,1,Low,0,,
Male,African-American,F,arrest case no charge,9,High,1,Battery,(M1)
Male,African-American,F,Aggrav Battery w/Deadly Weapon,5,Medium,0,,
Male,African-American,M,Lve/Scen/Acc/Veh/Prop/Damage,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Driving While License Revoked,5,Medium,0,,
Male,Caucasian,M,Battery,1,Low,1,Battery,(M1)
Male,African-American,F,Aggravated Assault W/dead Weap,4,Low,0,,
Male,Caucasian,M,Viol Injunct Domestic Violence,6,Medium,1,Prowling/Loitering,(M2)
Male,African-American,M,Petit Theft $100- $300,5,Medium,1,Petit Theft,(M2)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,,
Male,African-American,F,Driving While License Revoked,2,Low,1,Driving While License Revoked,(F3)
Male,African-American,F,Possession of Cocaine,10,High,1,Trespass After Warning,(M1)
Female,Hispanic,M,Burglary Structure Unoccup,2,Low,0,,
Male,African-American,M,arrest case no charge,6,Medium,1,Unlaw LicTag/Sticker Attach,(M2)
Male,African-American,F,Grand Theft (Motor Vehicle),8,High,1,Driving License Suspended,(M2)
Male,African-American,F,Felony Driving While Lic Suspd,8,High,0,,
Male,Caucasian,M,Resist/Obstruct W/O Violence,1,Low,0,,
Male,African-American,F,Unauth C/P/S Sounds>1000/Audio,7,Medium,0,,
Female,African-American,F,Possession of Cannabis,1,Low,0,,
Male,Other,F,Tampering With Physical Evidence,4,Low,1,Petit Theft,(M2)
Female,African-American,F,Possession Of Alprazolam,7,Medium,1,Aggrav Battery w/Deadly Weapon,(F2)
Male,Caucasian,F,Corrupt Public Servant,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Possession of Cocaine,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Low,0,,
Male,Caucasian,F,Felony Petit Theft,5,Medium,1,Resist/Obstruct W/O Violence,(M1)
Female,Hispanic,F,Grand Theft (Motor Vehicle),3,Low,1,Petit Theft,(M2)
Male,African-American,F,arrest case no charge,8,High,1,Unlaw Use False Name/Identity,(M1)
Female,African-American,M,Battery,4,Low,0,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Possession Burglary Tools,2,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Female,Caucasian,F,Aggrav Battery w/Deadly Weapon,1,Low,0,,
Male,African-American,F,False Imprisonment,2,Low,0,,
Female,African-American,M,Exposes Culpable Negligence,1,Low,0,,
Female,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,2,Low,1,Petit Theft,(M2)
Male,African-American,F,Possession of Cocaine,5,Medium,1,Assault,(M2)
Female,Caucasian,M,Battery,1,Low,1,Battery,(M1)
Male,Caucasian,M,Battery,2,Low,0,,
Male,Asian,F,Battery on a Person Over 65,1,Low,0,,
Male,Caucasian,F,Pos Cannabis W/Intent Sel/Del,2,Low,0,,
Male,African-American,M,Battery,8,High,1,Unlaw Malic Strike K9/Horses,(M1)
Female,Caucasian,F,Possession Of Amphetamine,3,Low,0,,
Female,Caucasian,F,Possession Of Heroin,4,Low,0,,
Female,African-American,F,Felony Petit Theft,1,Low,0,,
Male,African-American,M,arrest case no charge,7,Medium,1,Drivg While Lic Suspd/Revk/Can,(F3)
Male,Hispanic,F,Pos Cannabis W/Intent Sel/Del,2,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Possession of Cocaine,10,High,1,Loiter Where Sign is Posted,(MO3)
Male,Caucasian,F,Driving While License Revoked,2,Low,0,,
Male,African-American,M,Unlaw Use False Name/Identity,3,Low,1,Fail Register Vehicle,(M2)
Female,African-American,F,Neglect Child / No Bodily Harm,3,Low,0,,
Male,African-American,M,Battery,6,Medium,1,Extradition/Defendants,(M1)
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,African-American,F,Possession of Cocaine,4,Low,1,Disorderly Conduct,(M2)
Male,Caucasian,F,Carrying Concealed Firearm,4,Low,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,5,Medium,0,,
Female,African-American,F,arrest case no charge,5,Medium,0,,
Female,Caucasian,F,Felony Petit Theft,6,Medium,1,Felony Petit Theft,(F3)
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Grand Theft in the 3rd Degree,3,Low,0,,
Male,Caucasian,F,Possession Of Alprazolam,1,Low,1,Ped Obstruct Traf/No Permit Sol,(M2)
Female,Hispanic,M,Battery,2,Low,0,,
Female,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Crim Use of Personal ID Info,6,Medium,1,Petit Theft $100- $300,(M1)
Male,Other,F,Uttering a Forged Instrument,3,Low,1,Possess Drug Paraphernalia,(M1)
Male,African-American,M,arrest case no charge,9,High,1,Resist/Obstruct W/O Violence,(M1)
Female,Hispanic,M,Battery,4,Low,0,,
Female,African-American,F,Aggravated Assault W/Dead Weap,7,Medium,0,,
Male,Caucasian,F,arrest case no charge,3,Low,1,Operating W/O Valid License,(M2)
Male,Caucasian,M,Battery,1,Low,0,,
Male,Caucasian,F,Tamper With Witness/Victim/CI,4,Low,1,Viol Pretrial Release Dom Viol,(M1)
Male,Caucasian,M,,1,Low,0,Trespass Struct/Conveyance,(M2)
Male,Other,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,Caucasian,M,arrest case no charge,9,High,1,Burglary Structure Unoccup,(F3)
Male,Hispanic,F,Grand Theft in the 3rd Degree,8,High,0,,
Male,Hispanic,F,arrest case no charge,5,Medium,1,Fail Register Vehicle,(M2)
Male,African-American,F,Obstruct Officer W/Violence,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Battery,1,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,African-American,F,Possession of Cocaine,5,Medium,1,Fail Register Career Offender,(F3)
Male,Caucasian,M,DUI Property Damage/Injury,4,Low,0,,
Female,Caucasian,M,Felony Battery w/Prior Convict,4,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Cause Anoth Phone Ring Repeat,6,Medium,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,African-American,M,Leave Acc/Attend Veh/More $50,6,Medium,0,,
Male,Caucasian,F,arrest case no charge,1,Low,1,Lewd/Lasc Battery Pers 12+/<16,(F2)
Female,African-American,F,Felony Petit Theft,4,Low,0,,
Male,Caucasian,M,Battery,7,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,3,Low,0,Battery,(M1)
Male,African-American,F,arrest case no charge,9,High,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Possession of Cocaine,4,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,8,High,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,3,Low,0,,
Male,Other,F,Felony Battery,2,Low,1,Battery,(M1)
Female,African-American,F,Aggravated Assault W/Dead Weap,2,Low,1,Viol Pretrial Release Dom Viol,(M1)
Male,Hispanic,F,arrest case no charge,1,Low,1,Child Abuse,(F3)
Male,Caucasian,F,arrest case no charge,2,Low,0,Child Neglect/Delinquency,(M1)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,7,Medium,0,,
Male,Caucasian,F,Uttering a Forged Instrument,3,Low,0,,
Male,African-American,F,Att Burgl Unoccupied Dwel,9,High,1,Poss Pyrrolidinovalerophenone,(F3)
Female,Caucasian,F,Possession of Cocaine,5,Medium,1,Loiter Solicit Act Prostitute,(MO3)
Male,African-American,F,Att Burgl Unoccupied Dwel,9,High,1,Battery Upon Detainee,(F3)
Male,African-American,F,Resist Officer w/Violence,4,Low,0,,
Female,African-American,F,Fraudulent Use of Credit Card,5,Medium,1,Expired DL More Than 6 Months,(M2)
Female,African-American,F,Grand Theft in the 3rd Degree,1,Low,0,,
Female,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,African-American,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,M,Battery,7,Medium,0,,
Male,African-American,F,Aggravated Battery,1,Low,0,,
Male,African-American,F,Criminal Mischief,1,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Possession Of Alprazolam,9,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Hispanic,F,Poss Unlaw Issue Driver Licenc,2,Low,1,Poss Counterfeit Payment Inst,(F3)
Male,African-American,F,Tampering With Physical Evidence,1,Low,0,,
Male,Caucasian,F,Burglary Unoccupied Dwelling,4,Low,1,Trespass Other Struct/Conve,(M1)
Male,African-American,F,arrest case no charge,9,High,1,Battery Upon Detainee,(F3)
Male,African-American,F,Aggrav Battery w/Deadly Weapon,3,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,African-American,F,Poss of Methylethcathinone,8,High,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,,
Male,Caucasian,F,Possession of Cocaine,9,High,1,Driving License Suspended,(M2)
Male,African-American,F,Failure To Return Hired Vehicle,1,Low,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,2,Low,0,,(F3)
Male,Caucasian,M,DUI Property Damage/Injury,2,Low,0,,
Female,Other,F,Aggravated Assault W/dead Weap,1,Low,0,,
Male,Caucasian,M,Driving License Suspended,2,Low,1,Possession Of Alprazolam,(F3)
Male,Hispanic,F,Grand Theft in the 3rd Degree,2,Low,1,Use of Anti-Shoplifting Device,(F3)
Male,Hispanic,F,Felony Petit Theft,4,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Felony Batt(Great Bodily Harm),2,Low,0,,
Male,Hispanic,M,Petit Theft $100- $300,1,Low,0,,
Female,Caucasian,M,Battery,5,Medium,1,Possession of Cannabis,(F3)
Male,African-American,F,Uttering a Forged Instrument,5,Medium,1,Uttering a Forged Instrument,(F3)
Male,Caucasian,F,Burglary Unoccupied Dwelling,4,Low,0,,
Male,African-American,M,Viol Pretrial Release Dom Viol,7,Medium,1,Operating W/O Valid License,(M2)
Male,Caucasian,M,Burglary Structure Unoccup,3,Low,0,,
Female,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,4,Low,1,Trespass Other Struct/Convey,(M1)
Male,African-American,F,Possession of Cocaine,1,Low,0,,
Male,African-American,F,Resist Officer w/Violence,10,High,1,Criminal Mischief Damage <$200,(M2)
Male,Caucasian,F,Possession Of Amphetamine,3,Low,0,,
Female,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,M,Susp Drivers Lic 1st Offense,7,Medium,1,Use of Anti-Shoplifting Device,(F3)
Male,Caucasian,M,Battery,5,Medium,1,False Ownership Info/Pawn Item,(F3)
Male,African-American,M,Battery,8,High,1,Battery,(M1)
Female,African-American,M,Battery,4,Low,0,,
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,8,High,1,Pos Cannabis W/Intent Sel/Del,(F3)
Female,Caucasian,F,arrest case no charge,6,Medium,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,7,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Female,African-American,F,arrest case no charge,1,Low,0,,
Female,African-American,F,arrest case no charge,7,Medium,1,Crim Use of Personal ID Info,(F3)
Male,African-American,F,Poss Unlaw Issue Id,4,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Grand Theft (Motor Vehicle),7,Medium,0,,
Male,Caucasian,F,Poss Contr Subst W/o Prescript,2,Low,1,Possession of Hydromorphone,(F3)
Male,Caucasian,F,Possession of Cannabis,2,Low,0,,
Male,African-American,F,Driving While License Revoked,1,Low,0,,
Male,African-American,F,Possession of Cannabis,4,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,8,High,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,African-American,M,Disorderly Conduct,2,Low,1,Driving License Suspended,(M2)
Male,African-American,F,arrest case no charge,10,High,0,,
Male,Caucasian,M,Prowling/Loitering,5,Medium,1,Burglary Unoccupied Dwelling,(F2)
Female,Caucasian,F,Grand Theft in the 3rd Degree,6,Medium,1,Possess Drug Paraphernalia,(M1)
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",10,High,1,Resist/Obstruct W/O Violence,(M1)
Female,Other,M,Battery,7,Medium,1,Felony Battery w/Prior Convict,(F3)
Male,African-American,M,Operating W/O Valid License,9,High,1,Susp Drivers Lic 1st Offense,(M2)
Female,African-American,M,PL/Unlaw Use Credit Card,6,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Viol Injunct Domestic Violence,5,Medium,0,,
Male,Caucasian,F,arrest case no charge,2,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Grand Theft in the 3rd Degree,8,High,1,Uttering a Forged Instrument,(F3)
Male,Caucasian,F,Possession of LSD,4,Low,0,,
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,Resist Officer w/Violence,10,High,1,Poss Pyrrolidinovalerophenone,(F3)
Female,Caucasian,F,arrest case no charge,9,High,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,2,Low,0,,
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,3,Low,0,,
Male,African-American,F,arrest case no charge,4,Low,0,,
Male,African-American,F,Deliver Cannabis,7,Medium,0,,
Male,Caucasian,M,Battery,5,Medium,0,,
Male,African-American,F,Grand Theft Firearm,8,High,1,Resist/Obstruct W/O Violence,(M1)
Female,Caucasian,M,Battery,7,Medium,0,,
Male,African-American,F,Leaving the Scene of Accident,5,Medium,0,,
Female,African-American,M,Battery,1,Low,0,,
Male,African-American,F,arrest case no charge,2,Low,0,,
Male,Caucasian,F,Burglary Unoccupied Dwelling,5,Medium,0,,
Female,Caucasian,M,Battery,8,High,0,,
Male,African-American,F,Grand Theft (Motor Vehicle),10,High,1,Tampering With Physical Evidence,(F3)
Male,African-American,F,Grand Theft in the 3rd Degree,2,Low,0,Petit Theft,(M2)
Female,Caucasian,M,DUI Property Damage/Injury,2,Low,0,,
Male,Other,F,Grand Theft (Motor Vehicle),2,Low,0,,
Female,African-American,M,Battery,5,Medium,0,,
Female,Caucasian,F,Possession of Cocaine,6,Medium,0,,
